"Time (CET)","Day-ahead Total Load Forecast [MW] - Belgium (BE)","Actual Total Load [MW] - Belgium (BE)"
"26.10.2015 21:00 - 26.10.2015 21:15","10034","10545"
"26.10.2015 21:15 - 26.10.2015 21:30","10215","10373"
"26.10.2015 21:30 - 26.10.2015 21:45","10187","10293"
"26.10.2015 21:45 - 26.10.2015 22:00","10169","10061"
"26.10.2015 22:00 - 26.10.2015 22:15","10201","10167"
"26.10.2015 22:15 - 26.10.2015 22:30","10126","10318"
"26.10.2015 22:30 - 26.10.2015 22:45","9922","10314"
"26.10.2015 22:45 - 26.10.2015 23:00","9774","10262"
"26.10.2015 23:00 - 26.10.2015 23:15","10043","10307"
"26.10.2015 23:15 - 26.10.2015 23:30","9857","10124"
"26.10.2015 23:30 - 26.10.2015 23:45","9691","9856"
"26.10.2015 23:45 - 27.10.2015 00:00","9568","9656"
"27.10.2015 00:00 - 27.10.2015 00:15","9650","9439"
"27.10.2015 00:15 - 27.10.2015 00:30","9460","9252"
"27.10.2015 00:30 - 27.10.2015 00:45","9323","9103"
"27.10.2015 00:45 - 27.10.2015 01:00","9163","8968"
"27.10.2015 01:00 - 27.10.2015 01:15","8926","8889"
"27.10.2015 01:15 - 27.10.2015 01:30","8860","8755"
"27.10.2015 01:30 - 27.10.2015 01:45","8847","8651"
"27.10.2015 01:45 - 27.10.2015 02:00","8767","8573"
"27.10.2015 02:00 - 27.10.2015 02:15","8356","8522"
"27.10.2015 02:15 - 27.10.2015 02:30","8377","8443"
"27.10.2015 02:30 - 27.10.2015 02:45","8373","8465"
"27.10.2015 02:45 - 27.10.2015 03:00","8383","8403"
"27.10.2015 03:00 - 27.10.2015 03:15","8142","8296"
"27.10.2015 03:15 - 27.10.2015 03:30","8156","8311"
"27.10.2015 03:30 - 27.10.2015 03:45","8155","8343"
"27.10.2015 03:45 - 27.10.2015 04:00","8270","8353"
"27.10.2015 04:00 - 27.10.2015 04:15","7952","8448"
"27.10.2015 04:15 - 27.10.2015 04:30","8103","8488"
"27.10.2015 04:30 - 27.10.2015 04:45","8208","8491"
"27.10.2015 04:45 - 27.10.2015 05:00","8414","8594"
"27.10.2015 05:00 - 27.10.2015 05:15","8104","8754"
"27.10.2015 05:15 - 27.10.2015 05:30","8343","8855"
"27.10.2015 05:30 - 27.10.2015 05:45","8602","9035"
"27.10.2015 05:45 - 27.10.2015 06:00","8865","9256"
"27.10.2015 06:00 - 27.10.2015 06:15","9140","9677"
"27.10.2015 06:15 - 27.10.2015 06:30","9341","10087"
"27.10.2015 06:30 - 27.10.2015 06:45","9536","10422"
"27.10.2015 06:45 - 27.10.2015 07:00","9645","10759"
"27.10.2015 07:00 - 27.10.2015 07:15","10545","10854"
"27.10.2015 07:15 - 27.10.2015 07:30","10490","10948"
"27.10.2015 07:30 - 27.10.2015 07:45","10566","10983"
"27.10.2015 07:45 - 27.10.2015 08:00","10613","10982"
"27.10.2015 08:00 - 27.10.2015 08:15","10625","10961"
"27.10.2015 08:15 - 27.10.2015 08:30","10684","11054"
"27.10.2015 08:30 - 27.10.2015 08:45","10761","11086"
"27.10.2015 08:45 - 27.10.2015 09:00","10768","11076"
"27.10.2015 09:00 - 27.10.2015 09:15","10915","11066"
"27.10.2015 09:15 - 27.10.2015 09:30","10898","11158"
"27.10.2015 09:30 - 27.10.2015 09:45","10922","11239"
"27.10.2015 09:45 - 27.10.2015 10:00","10964","11248"
"27.10.2015 10:00 - 27.10.2015 10:15","11022","11203"
"27.10.2015 10:15 - 27.10.2015 10:30","11057","11207"
"27.10.2015 10:30 - 27.10.2015 10:45","11090","11242"
"27.10.2015 10:45 - 27.10.2015 11:00","11070","11244"
"27.10.2015 11:00 - 27.10.2015 11:15","11296","11260"
"27.10.2015 11:15 - 27.10.2015 11:30","11213","11302"
"27.10.2015 11:30 - 27.10.2015 11:45","11172","11303"
"27.10.2015 11:45 - 27.10.2015 12:00","11152","11310"
"27.10.2015 12:00 - 27.10.2015 12:15","10991","11117"
"27.10.2015 12:15 - 27.10.2015 12:30","10987","11046"
"27.10.2015 12:30 - 27.10.2015 12:45","10968","11004"
"27.10.2015 12:45 - 27.10.2015 13:00","10910","11018"
"27.10.2015 13:00 - 27.10.2015 13:15","11016","11019"
"27.10.2015 13:15 - 27.10.2015 13:30","10987","11068"
"27.10.2015 13:30 - 27.10.2015 13:45","10939","11100"
"27.10.2015 13:45 - 27.10.2015 14:00","10891","11071"
"27.10.2015 14:00 - 27.10.2015 14:15","10867","11032"
"27.10.2015 14:15 - 27.10.2015 14:30","10848","10982"
"27.10.2015 14:30 - 27.10.2015 14:45","10791","10930"
"27.10.2015 14:45 - 27.10.2015 15:00","10726","10933"
"27.10.2015 15:00 - 27.10.2015 15:15","10694","10905"
"27.10.2015 15:15 - 27.10.2015 15:30","10678","10903"
"27.10.2015 15:30 - 27.10.2015 15:45","10704","10919"
"27.10.2015 15:45 - 27.10.2015 16:00","10758","10946"
"27.10.2015 16:00 - 27.10.2015 16:15","10591","10982"
"27.10.2015 16:15 - 27.10.2015 16:30","10661","11045"
"27.10.2015 16:30 - 27.10.2015 16:45","10757","11080"
"27.10.2015 16:45 - 27.10.2015 17:00","10837","11142"
"27.10.2015 17:00 - 27.10.2015 17:15","10672","11267"
"27.10.2015 17:15 - 27.10.2015 17:30","10730","11491"
"27.10.2015 17:30 - 27.10.2015 17:45","10785","11867"
"27.10.2015 17:45 - 27.10.2015 18:00","10874","12165"
"27.10.2015 18:00 - 27.10.2015 18:15","11136","12135"
"27.10.2015 18:15 - 27.10.2015 18:30","11076","12104"
"27.10.2015 18:30 - 27.10.2015 18:45","10985","12012"
"27.10.2015 18:45 - 27.10.2015 19:00","10879","11913"
"27.10.2015 19:00 - 27.10.2015 19:15","11497","11759"
"27.10.2015 19:15 - 27.10.2015 19:30","11309","11615"
"27.10.2015 19:30 - 27.10.2015 19:45","11139","11457"
"27.10.2015 19:45 - 27.10.2015 20:00","10968","11299"
"27.10.2015 20:00 - 27.10.2015 20:15","11033","11178"
"27.10.2015 20:15 - 27.10.2015 20:30","10899","11034"
"27.10.2015 20:30 - 27.10.2015 20:45","10774","10886"
"27.10.2015 20:45 - 27.10.2015 21:00","10652","10682"
"27.10.2015 21:00 - 27.10.2015 21:15","10135","10540"
"27.10.2015 21:15 - 27.10.2015 21:30","10314","10387"
"27.10.2015 21:30 - 27.10.2015 21:45","10326","10221"
"27.10.2015 21:45 - 27.10.2015 22:00","10268","10093"
"27.10.2015 22:00 - 27.10.2015 22:15","10335","10180"
"27.10.2015 22:15 - 27.10.2015 22:30","10177","10348"
"27.10.2015 22:30 - 27.10.2015 22:45","10014","10292"
"27.10.2015 22:45 - 27.10.2015 23:00","9834","10209"
"27.10.2015 23:00 - 27.10.2015 23:15","10161","10282"
"27.10.2015 23:15 - 27.10.2015 23:30","9916","10083"
"27.10.2015 23:30 - 27.10.2015 23:45","9791","9901"
"27.10.2015 23:45 - 28.10.2015 00:00","9635","9656"
"28.10.2015 00:00 - 28.10.2015 00:15","9783","9452"
"28.10.2015 00:15 - 28.10.2015 00:30","9585","9229"
"28.10.2015 00:30 - 28.10.2015 00:45","9446","9107"
"28.10.2015 00:45 - 28.10.2015 01:00","9303","8970"
"28.10.2015 01:00 - 28.10.2015 01:15","8957","8766"
"28.10.2015 01:15 - 28.10.2015 01:30","8891","8595"
"28.10.2015 01:30 - 28.10.2015 01:45","8880","8514"
"28.10.2015 01:45 - 28.10.2015 02:00","8804","8413"
"28.10.2015 02:00 - 28.10.2015 02:15","8455","8327"
"28.10.2015 02:15 - 28.10.2015 02:30","8477","8257"
"28.10.2015 02:30 - 28.10.2015 02:45","8468","8321"
"28.10.2015 02:45 - 28.10.2015 03:00","8474","8227"
"28.10.2015 03:00 - 28.10.2015 03:15","8286","8221"
"28.10.2015 03:15 - 28.10.2015 03:30","8302","8196"
"28.10.2015 03:30 - 28.10.2015 03:45","8301","8146"
"28.10.2015 03:45 - 28.10.2015 04:00","8419","8179"
"28.10.2015 04:00 - 28.10.2015 04:15","8050","8188"
"28.10.2015 04:15 - 28.10.2015 04:30","8203","8230"
"28.10.2015 04:30 - 28.10.2015 04:45","8312","8266"
"28.10.2015 04:45 - 28.10.2015 05:00","8521","8375"
"28.10.2015 05:00 - 28.10.2015 05:15","8180","8584"
"28.10.2015 05:15 - 28.10.2015 05:30","8426","8644"
"28.10.2015 05:30 - 28.10.2015 05:45","8690","8885"
"28.10.2015 05:45 - 28.10.2015 06:00","8954","9127"
"28.10.2015 06:00 - 28.10.2015 06:15","9042","9498"
"28.10.2015 06:15 - 28.10.2015 06:30","9240","9815"
"28.10.2015 06:30 - 28.10.2015 06:45","9434","10137"
"28.10.2015 06:45 - 28.10.2015 07:00","9542","10387"
"28.10.2015 07:00 - 28.10.2015 07:15","10445","10708"
"28.10.2015 07:15 - 28.10.2015 07:30","10387","10853"
"28.10.2015 07:30 - 28.10.2015 07:45","10458","10903"
"28.10.2015 07:45 - 28.10.2015 08:00","10506","10911"
"28.10.2015 08:00 - 28.10.2015 08:15","10678","10993"
"28.10.2015 08:15 - 28.10.2015 08:30","10737","11036"
"28.10.2015 08:30 - 28.10.2015 08:45","10814","11132"
"28.10.2015 08:45 - 28.10.2015 09:00","10820","11212"
"28.10.2015 09:00 - 28.10.2015 09:15","10979","11248"
"28.10.2015 09:15 - 28.10.2015 09:30","10967","11287"
"28.10.2015 09:30 - 28.10.2015 09:45","10993","11352"
"28.10.2015 09:45 - 28.10.2015 10:00","11037","11454"
"28.10.2015 10:00 - 28.10.2015 10:15","11106","11401"
"28.10.2015 10:15 - 28.10.2015 10:30","11142","11400"
"28.10.2015 10:30 - 28.10.2015 10:45","11175","11450"
"28.10.2015 10:45 - 28.10.2015 11:00","11153","11483"
"28.10.2015 11:00 - 28.10.2015 11:15","11365","11468"
"28.10.2015 11:15 - 28.10.2015 11:30","11281","11492"
"28.10.2015 11:30 - 28.10.2015 11:45","11241","11585"
"28.10.2015 11:45 - 28.10.2015 12:00","11221","11600"
"28.10.2015 12:00 - 28.10.2015 12:15","11164","11406"
"28.10.2015 12:15 - 28.10.2015 12:30","11161","11361"
"28.10.2015 12:30 - 28.10.2015 12:45","11145","11355"
"28.10.2015 12:45 - 28.10.2015 13:00","11087","11363"
"28.10.2015 13:00 - 28.10.2015 13:15","11124","11404"
"28.10.2015 13:15 - 28.10.2015 13:30","11095","11370"
"28.10.2015 13:30 - 28.10.2015 13:45","11049","11373"
"28.10.2015 13:45 - 28.10.2015 14:00","11000","11306"
"28.10.2015 14:00 - 28.10.2015 14:15","10991","11286"
"28.10.2015 14:15 - 28.10.2015 14:30","10972","11236"
"28.10.2015 14:30 - 28.10.2015 14:45","10914","11234"
"28.10.2015 14:45 - 28.10.2015 15:00","10849","11237"
"28.10.2015 15:00 - 28.10.2015 15:15","10843","11287"
"28.10.2015 15:15 - 28.10.2015 15:30","10825","11312"
"28.10.2015 15:30 - 28.10.2015 15:45","10848","11265"
"28.10.2015 15:45 - 28.10.2015 16:00","10897","11272"
"28.10.2015 16:00 - 28.10.2015 16:15","10611","11266"
"28.10.2015 16:15 - 28.10.2015 16:30","10681","11253"
"28.10.2015 16:30 - 28.10.2015 16:45","10780","11296"
"28.10.2015 16:45 - 28.10.2015 17:00","10863","11353"
"28.10.2015 17:00 - 28.10.2015 17:15","10722","11454"
"28.10.2015 17:15 - 28.10.2015 17:30","10778","11618"
"28.10.2015 17:30 - 28.10.2015 17:45","10834","11935"
"28.10.2015 17:45 - 28.10.2015 18:00","10922","12164"
"28.10.2015 18:00 - 28.10.2015 18:15","11253","12253"
"28.10.2015 18:15 - 28.10.2015 18:30","11189","12216"
"28.10.2015 18:30 - 28.10.2015 18:45","11091","12086"
"28.10.2015 18:45 - 28.10.2015 19:00","10978","11989"
"28.10.2015 19:00 - 28.10.2015 19:15","11571","11852"
"28.10.2015 19:15 - 28.10.2015 19:30","11380","11662"
"28.10.2015 19:30 - 28.10.2015 19:45","11212","11515"
"28.10.2015 19:45 - 28.10.2015 20:00","11054","11469"
"28.10.2015 20:00 - 28.10.2015 20:15","11096","11297"
"28.10.2015 20:15 - 28.10.2015 20:30","10960","11105"
"28.10.2015 20:30 - 28.10.2015 20:45","10832","10885"
"28.10.2015 20:45 - 28.10.2015 21:00","10706","10787"
"28.10.2015 21:00 - 28.10.2015 21:15","10108","10575"
"28.10.2015 21:15 - 28.10.2015 21:30","10285","10425"
"28.10.2015 21:30 - 28.10.2015 21:45","10296","10253"
"28.10.2015 21:45 - 28.10.2015 22:00","10239","10074"
"28.10.2015 22:00 - 28.10.2015 22:15","10362","10150"
"28.10.2015 22:15 - 28.10.2015 22:30","10210","10265"
"28.10.2015 22:30 - 28.10.2015 22:45","10051","10354"
"28.10.2015 22:45 - 28.10.2015 23:00","9876","10300"
"28.10.2015 23:00 - 28.10.2015 23:15","10239","10424"
"28.10.2015 23:15 - 28.10.2015 23:30","9993","10185"
"28.10.2015 23:30 - 28.10.2015 23:45","9866","9943"
"28.10.2015 23:45 - 29.10.2015 00:00","9702","9743"
"29.10.2015 00:00 - 29.10.2015 00:15","9722","9527"
"29.10.2015 00:15 - 29.10.2015 00:30","9526","9242"
"29.10.2015 00:30 - 29.10.2015 00:45","9387","9155"
"29.10.2015 00:45 - 29.10.2015 01:00","9243","8993"
"29.10.2015 01:00 - 29.10.2015 01:15","8936","8849"
"29.10.2015 01:15 - 29.10.2015 01:30","8853","8647"
"29.10.2015 01:30 - 29.10.2015 01:45","8840","8542"
"29.10.2015 01:45 - 29.10.2015 02:00","8756","8496"
"29.10.2015 02:00 - 29.10.2015 02:15","8379","8385"
"29.10.2015 02:15 - 29.10.2015 02:30","8390","8343"
"29.10.2015 02:30 - 29.10.2015 02:45","8388","8296"
"29.10.2015 02:45 - 29.10.2015 03:00","8383","8295"
"29.10.2015 03:00 - 29.10.2015 03:15","8013","8288"
"29.10.2015 03:15 - 29.10.2015 03:30","8034","8297"
"29.10.2015 03:30 - 29.10.2015 03:45","8040","8296"
"29.10.2015 03:45 - 29.10.2015 04:00","8128","8282"
"29.10.2015 04:00 - 29.10.2015 04:15","7912","8294"
"29.10.2015 04:15 - 29.10.2015 04:30","8033","8335"
"29.10.2015 04:30 - 29.10.2015 04:45","8121","8446"
"29.10.2015 04:45 - 29.10.2015 05:00","8299","8474"
"29.10.2015 05:00 - 29.10.2015 05:15","8001","8670"
"29.10.2015 05:15 - 29.10.2015 05:30","8217","8861"
"29.10.2015 05:30 - 29.10.2015 05:45","8451","9004"
"29.10.2015 05:45 - 29.10.2015 06:00","8702","9278"
"29.10.2015 06:00 - 29.10.2015 06:15","9016","9697"
"29.10.2015 06:15 - 29.10.2015 06:30","9243","10032"
"29.10.2015 06:30 - 29.10.2015 06:45","9458","10346"
"29.10.2015 06:45 - 29.10.2015 07:00","9610","10696"
"29.10.2015 07:00 - 29.10.2015 07:15","10468","10960"
"29.10.2015 07:15 - 29.10.2015 07:30","10432","10985"
"29.10.2015 07:30 - 29.10.2015 07:45","10496","11011"
"29.10.2015 07:45 - 29.10.2015 08:00","10533","11037"
"29.10.2015 08:00 - 29.10.2015 08:15","10640","11023"
"29.10.2015 08:15 - 29.10.2015 08:30","10703","11073"
"29.10.2015 08:30 - 29.10.2015 08:45","10782","11124"
"29.10.2015 08:45 - 29.10.2015 09:00","10794","11118"
"29.10.2015 09:00 - 29.10.2015 09:15","10955","11150"
"29.10.2015 09:15 - 29.10.2015 09:30","10960","11207"
"29.10.2015 09:30 - 29.10.2015 09:45","10997","11229"
"29.10.2015 09:45 - 29.10.2015 10:00","11038","11307"
"29.10.2015 10:00 - 29.10.2015 10:15","11065","11258"
"29.10.2015 10:15 - 29.10.2015 10:30","11096","11245"
"29.10.2015 10:30 - 29.10.2015 10:45","11123","11290"
"29.10.2015 10:45 - 29.10.2015 11:00","11104","11324"
"29.10.2015 11:00 - 29.10.2015 11:15","11286","11360"
"29.10.2015 11:15 - 29.10.2015 11:30","11221","11380"
"29.10.2015 11:30 - 29.10.2015 11:45","11191","11403"
"29.10.2015 11:45 - 29.10.2015 12:00","11179","11383"
"29.10.2015 12:00 - 29.10.2015 12:15","11059","11245"
"29.10.2015 12:15 - 29.10.2015 12:30","11041","11101"
"29.10.2015 12:30 - 29.10.2015 12:45","11024","11180"
"29.10.2015 12:45 - 29.10.2015 13:00","10982","11122"
"29.10.2015 13:00 - 29.10.2015 13:15","11001","11133"
"29.10.2015 13:15 - 29.10.2015 13:30","10979","11135"
"29.10.2015 13:30 - 29.10.2015 13:45","10939","11215"
"29.10.2015 13:45 - 29.10.2015 14:00","10895","11109"
"29.10.2015 14:00 - 29.10.2015 14:15","10921","11049"
"29.10.2015 14:15 - 29.10.2015 14:30","10894","11107"
"29.10.2015 14:30 - 29.10.2015 14:45","10839","11042"
"29.10.2015 14:45 - 29.10.2015 15:00","10778","10976"
"29.10.2015 15:00 - 29.10.2015 15:15","10794","10991"
"29.10.2015 15:15 - 29.10.2015 15:30","10773","10930"
"29.10.2015 15:30 - 29.10.2015 15:45","10794","10918"
"29.10.2015 15:45 - 29.10.2015 16:00","10840","10899"
"29.10.2015 16:00 - 29.10.2015 16:15","10578","10916"
"29.10.2015 16:15 - 29.10.2015 16:30","10658","10951"
"29.10.2015 16:30 - 29.10.2015 16:45","10734","10970"
"29.10.2015 16:45 - 29.10.2015 17:00","10806","11056"
"29.10.2015 17:00 - 29.10.2015 17:15","10734","11184"
"29.10.2015 17:15 - 29.10.2015 17:30","10817","11449"
"29.10.2015 17:30 - 29.10.2015 17:45","10934","11846"
"29.10.2015 17:45 - 29.10.2015 18:00","11061","12096"
"29.10.2015 18:00 - 29.10.2015 18:15","11266","12111"
"29.10.2015 18:15 - 29.10.2015 18:30","11197","12121"
"29.10.2015 18:30 - 29.10.2015 18:45","11099","12048"
"29.10.2015 18:45 - 29.10.2015 19:00","10983","11957"
"29.10.2015 19:00 - 29.10.2015 19:15","11486","11811"
"29.10.2015 19:15 - 29.10.2015 19:30","11313","11642"
"29.10.2015 19:30 - 29.10.2015 19:45","11150","11479"
"29.10.2015 19:45 - 29.10.2015 20:00","10985","11365"
"29.10.2015 20:00 - 29.10.2015 20:15","11020","11202"
"29.10.2015 20:15 - 29.10.2015 20:30","10896","11017"
"29.10.2015 20:30 - 29.10.2015 20:45","10764","10858"
"29.10.2015 20:45 - 29.10.2015 21:00","10631","10697"
"29.10.2015 21:00 - 29.10.2015 21:15","10214","10614"
"29.10.2015 21:15 - 29.10.2015 21:30","10334","10464"
"29.10.2015 21:30 - 29.10.2015 21:45","10311","10326"
"29.10.2015 21:45 - 29.10.2015 22:00","10239","10134"
"29.10.2015 22:00 - 29.10.2015 22:15","10331","10205"
"29.10.2015 22:15 - 29.10.2015 22:30","10238","10321"
"29.10.2015 22:30 - 29.10.2015 22:45","10100","10328"
"29.10.2015 22:45 - 29.10.2015 23:00","9951","10230"
"29.10.2015 23:00 - 29.10.2015 23:15","10229","10324"
"29.10.2015 23:15 - 29.10.2015 23:30","9980","10107"
"29.10.2015 23:30 - 29.10.2015 23:45","9849","9980"
"29.10.2015 23:45 - 30.10.2015 00:00","9681","9777"
"30.10.2015 00:00 - 30.10.2015 00:15","9852","9560"
"30.10.2015 00:15 - 30.10.2015 00:30","9641","9377"
"30.10.2015 00:30 - 30.10.2015 00:45","9513","9241"
"30.10.2015 00:45 - 30.10.2015 01:00","9356","9046"
"30.10.2015 01:00 - 30.10.2015 01:15","9017","8925"
"30.10.2015 01:15 - 30.10.2015 01:30","8916","8723"
"30.10.2015 01:30 - 30.10.2015 01:45","8892","8616"
"30.10.2015 01:45 - 30.10.2015 02:00","8805","8610"
"30.10.2015 02:00 - 30.10.2015 02:15","8461","8494"
"30.10.2015 02:15 - 30.10.2015 02:30","8459","8444"
"30.10.2015 02:30 - 30.10.2015 02:45","8470","8406"
"30.10.2015 02:45 - 30.10.2015 03:00","8446","8353"
"30.10.2015 03:00 - 30.10.2015 03:15","8339","8376"
"30.10.2015 03:15 - 30.10.2015 03:30","8357","8362"
"30.10.2015 03:30 - 30.10.2015 03:45","8353","8348"
"30.10.2015 03:45 - 30.10.2015 04:00","8432","8310"
"30.10.2015 04:00 - 30.10.2015 04:15","8247","8440"
"30.10.2015 04:15 - 30.10.2015 04:30","8355","8478"
"30.10.2015 04:30 - 30.10.2015 04:45","8441","8477"
"30.10.2015 04:45 - 30.10.2015 05:00","8611","8610"
"30.10.2015 05:00 - 30.10.2015 05:15","8421","8713"
"30.10.2015 05:15 - 30.10.2015 05:30","8608","8883"
"30.10.2015 05:30 - 30.10.2015 05:45","8859","8963"
"30.10.2015 05:45 - 30.10.2015 06:00","9122","9230"
"30.10.2015 06:00 - 30.10.2015 06:15","9191","9641"
"30.10.2015 06:15 - 30.10.2015 06:30","9440","9963"
"30.10.2015 06:30 - 30.10.2015 06:45","9675","10350"
"30.10.2015 06:45 - 30.10.2015 07:00","9857","10674"
"30.10.2015 07:00 - 30.10.2015 07:15","10520","10914"
"30.10.2015 07:15 - 30.10.2015 07:30","10515","10976"
"30.10.2015 07:30 - 30.10.2015 07:45","10584","10966"
"30.10.2015 07:45 - 30.10.2015 08:00","10615","10987"
"30.10.2015 08:00 - 30.10.2015 08:15","10757","10937"
"30.10.2015 08:15 - 30.10.2015 08:30","10820","11118"
"30.10.2015 08:30 - 30.10.2015 08:45","10900","11143"
"30.10.2015 08:45 - 30.10.2015 09:00","10916","11140"
"30.10.2015 09:00 - 30.10.2015 09:15","10999","11308"
"30.10.2015 09:15 - 30.10.2015 09:30","11015","11369"
"30.10.2015 09:30 - 30.10.2015 09:45","11061","11326"
"30.10.2015 09:45 - 30.10.2015 10:00","11110","11365"
"30.10.2015 10:00 - 30.10.2015 10:15","11175","11225"
"30.10.2015 10:15 - 30.10.2015 10:30","11205","11206"
"30.10.2015 10:30 - 30.10.2015 10:45","11080","11257"
"30.10.2015 10:45 - 30.10.2015 11:00","11015","11309"
"30.10.2015 11:00 - 30.10.2015 11:15","11046","11303"
"30.10.2015 11:15 - 30.10.2015 11:30","11009","11301"
"30.10.2015 11:30 - 30.10.2015 11:45","11140","11379"
"30.10.2015 11:45 - 30.10.2015 12:00","11167","11377"
"30.10.2015 12:00 - 30.10.2015 12:15","10918","11184"
"30.10.2015 12:15 - 30.10.2015 12:30","10894","11084"
"30.10.2015 12:30 - 30.10.2015 12:45","10877","11118"
"30.10.2015 12:45 - 30.10.2015 13:00","10860","11090"
"30.10.2015 13:00 - 30.10.2015 13:15","10889","11094"
"30.10.2015 13:15 - 30.10.2015 13:30","10873","11067"
"30.10.2015 13:30 - 30.10.2015 13:45","10837","11005"
"30.10.2015 13:45 - 30.10.2015 14:00","10784","10922"
"30.10.2015 14:00 - 30.10.2015 14:15","10744","10947"
"30.10.2015 14:15 - 30.10.2015 14:30","10713","10909"
"30.10.2015 14:30 - 30.10.2015 14:45","10676","10888"
"30.10.2015 14:45 - 30.10.2015 15:00","10633","10794"
"30.10.2015 15:00 - 30.10.2015 15:15","10501","10712"
"30.10.2015 15:15 - 30.10.2015 15:30","10484","10703"
"30.10.2015 15:30 - 30.10.2015 15:45","10494","10680"
"30.10.2015 15:45 - 30.10.2015 16:00","10537","10618"
"30.10.2015 16:00 - 30.10.2015 16:15","10348","10610"
"30.10.2015 16:15 - 30.10.2015 16:30","10405","10713"
"30.10.2015 16:30 - 30.10.2015 16:45","10467","10667"
"30.10.2015 16:45 - 30.10.2015 17:00","10533","10738"
"30.10.2015 17:00 - 30.10.2015 17:15","10385","10880"
"30.10.2015 17:15 - 30.10.2015 17:30","10490","11178"
"30.10.2015 17:30 - 30.10.2015 17:45","10639","11503"
"30.10.2015 17:45 - 30.10.2015 18:00","10784","11756"
"30.10.2015 18:00 - 30.10.2015 18:15","10896","11769"
"30.10.2015 18:15 - 30.10.2015 18:30","10833","11776"
"30.10.2015 18:30 - 30.10.2015 18:45","10733","11631"
"30.10.2015 18:45 - 30.10.2015 19:00","10629","11462"
"30.10.2015 19:00 - 30.10.2015 19:15","11090","11323"
"30.10.2015 19:15 - 30.10.2015 19:30","10918","11209"
"30.10.2015 19:30 - 30.10.2015 19:45","10772","11111"
"30.10.2015 19:45 - 30.10.2015 20:00","10634","10966"
"30.10.2015 20:00 - 30.10.2015 20:15","10669","10708"
"30.10.2015 20:15 - 30.10.2015 20:30","10546","10527"
"30.10.2015 20:30 - 30.10.2015 20:45","10399","10437"
"30.10.2015 20:45 - 30.10.2015 21:00","10281","10345"
"30.10.2015 21:00 - 30.10.2015 21:15","10013","10179"
"30.10.2015 21:15 - 30.10.2015 21:30","10076","10119"
"30.10.2015 21:30 - 30.10.2015 21:45","10030","9930"
"30.10.2015 21:45 - 30.10.2015 22:00","9946","9775"
"30.10.2015 22:00 - 30.10.2015 22:15","10165","9897"
"30.10.2015 22:15 - 30.10.2015 22:30","10103","10093"
"30.10.2015 22:30 - 30.10.2015 22:45","10013","10185"
"30.10.2015 22:45 - 30.10.2015 23:00","9885","10234"
"30.10.2015 23:00 - 30.10.2015 23:15","10252","10238"
"30.10.2015 23:15 - 30.10.2015 23:30","10014","10053"
"30.10.2015 23:30 - 30.10.2015 23:45","9857","9893"
"30.10.2015 23:45 - 31.10.2015 00:00","9676","9808"
"31.10.2015 00:00 - 31.10.2015 00:15","9748","9624"
"31.10.2015 00:15 - 31.10.2015 00:30","9542","9365"
"31.10.2015 00:30 - 31.10.2015 00:45","9398","9254"
"31.10.2015 00:45 - 31.10.2015 01:00","9239","8973"
"31.10.2015 01:00 - 31.10.2015 01:15","8926","8886"
"31.10.2015 01:15 - 31.10.2015 01:30","8844","8711"
"31.10.2015 01:30 - 31.10.2015 01:45","8774","8697"
"31.10.2015 01:45 - 31.10.2015 02:00","8693","8595"
"31.10.2015 02:00 - 31.10.2015 02:15","8293","8382"
"31.10.2015 02:15 - 31.10.2015 02:30","8233","8309"
"31.10.2015 02:30 - 31.10.2015 02:45","8204","8318"
"31.10.2015 02:45 - 31.10.2015 03:00","8184","8243"
"31.10.2015 03:00 - 31.10.2015 03:15","8018","8259"
"31.10.2015 03:15 - 31.10.2015 03:30","7986","8064"
"31.10.2015 03:30 - 31.10.2015 03:45","8002","8031"
"31.10.2015 03:45 - 31.10.2015 04:00","7963","8088"
