"Time (CET)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"16.05.2015 23:45 - 17.05.2015 00:00","11361","8711"
"17.05.2015 00:00 - 17.05.2015 00:15","11153","8759"
"17.05.2015 00:15 - 17.05.2015 00:30","10983","8591"
"17.05.2015 00:30 - 17.05.2015 00:45","10736","8412"
"17.05.2015 00:45 - 17.05.2015 01:00","10612","8238"
"17.05.2015 01:00 - 17.05.2015 01:15","10442","8091"
"17.05.2015 01:15 - 17.05.2015 01:30","10364","7949"
"17.05.2015 01:30 - 17.05.2015 01:45","10213","7806"
"17.05.2015 01:45 - 17.05.2015 02:00","10021","7695"
"17.05.2015 02:00 - 17.05.2015 02:15","9917","7607"
"17.05.2015 02:15 - 17.05.2015 02:30","9847","7555"
"17.05.2015 02:30 - 17.05.2015 02:45","9786","7482"
"17.05.2015 02:45 - 17.05.2015 03:00","9758","7426"
"17.05.2015 03:00 - 17.05.2015 03:15","9731","7389"
"17.05.2015 03:15 - 17.05.2015 03:30","9698","7344"
"17.05.2015 03:30 - 17.05.2015 03:45","9660","7306"
"17.05.2015 03:45 - 17.05.2015 04:00","9661","7277"
"17.05.2015 04:00 - 17.05.2015 04:15","9652","7276"
"17.05.2015 04:15 - 17.05.2015 04:30","9659","7261"
"17.05.2015 04:30 - 17.05.2015 04:45","9676","7229"
"17.05.2015 04:45 - 17.05.2015 05:00","9603","7190"
"17.05.2015 05:00 - 17.05.2015 05:15","9644","7217"
"17.05.2015 05:15 - 17.05.2015 05:30","9662","7153"
"17.05.2015 05:30 - 17.05.2015 05:45","9676","7008"
"17.05.2015 05:45 - 17.05.2015 06:00","9622","6944"
"17.05.2015 06:00 - 17.05.2015 06:15","9552","6948"
"17.05.2015 06:15 - 17.05.2015 06:30","9553","6966"
"17.05.2015 06:30 - 17.05.2015 06:45","9529","6988"
"17.05.2015 06:45 - 17.05.2015 07:00","9559","7039"
"17.05.2015 07:00 - 17.05.2015 07:15","9602","7123"
"17.05.2015 07:15 - 17.05.2015 07:30","9701","7205"
"17.05.2015 07:30 - 17.05.2015 07:45","9833","7315"
"17.05.2015 07:45 - 17.05.2015 08:00","10012","7460"
"17.05.2015 08:00 - 17.05.2015 08:15","10120","7627"
"17.05.2015 08:15 - 17.05.2015 08:30","10153","7802"
"17.05.2015 08:30 - 17.05.2015 08:45","10339","7972"
"17.05.2015 08:45 - 17.05.2015 09:00","10499","8148"
"17.05.2015 09:00 - 17.05.2015 09:15","10536","8326"
"17.05.2015 09:15 - 17.05.2015 09:30","10502","8463"
"17.05.2015 09:30 - 17.05.2015 09:45","10522","8614"
"17.05.2015 09:45 - 17.05.2015 10:00","10639","8749"
"17.05.2015 10:00 - 17.05.2015 10:15","10742","8870"
"17.05.2015 10:15 - 17.05.2015 10:30","10819","8929"
"17.05.2015 10:30 - 17.05.2015 10:45","10952","9016"
"17.05.2015 10:45 - 17.05.2015 11:00","11076","9087"
"17.05.2015 11:00 - 17.05.2015 11:15","11145","9183"
"17.05.2015 11:15 - 17.05.2015 11:30","11163","9239"
"17.05.2015 11:30 - 17.05.2015 11:45","11083","9293"
"17.05.2015 11:45 - 17.05.2015 12:00","11139","9352"
"17.05.2015 12:00 - 17.05.2015 12:15","11206","9422"
"17.05.2015 12:15 - 17.05.2015 12:30","11266","9412"
"17.05.2015 12:30 - 17.05.2015 12:45","11357","9355"
"17.05.2015 12:45 - 17.05.2015 13:00","11379","9328"
"17.05.2015 13:00 - 17.05.2015 13:15","11416","9276"
"17.05.2015 13:15 - 17.05.2015 13:30","11455","9208"
"17.05.2015 13:30 - 17.05.2015 13:45","11447","9162"
"17.05.2015 13:45 - 17.05.2015 14:00","11381","9093"
"17.05.2015 14:00 - 17.05.2015 14:15","11306","9033"
"17.05.2015 14:15 - 17.05.2015 14:30","11355","8959"
"17.05.2015 14:30 - 17.05.2015 14:45","11302","8921"
"17.05.2015 14:45 - 17.05.2015 15:00","11279","8844"
"17.05.2015 15:00 - 17.05.2015 15:15","11272","8814"
"17.05.2015 15:15 - 17.05.2015 15:30","11288","8783"
"17.05.2015 15:30 - 17.05.2015 15:45","11283","8766"
"17.05.2015 15:45 - 17.05.2015 16:00","11303","8804"
"17.05.2015 16:00 - 17.05.2015 16:15","11301","8835"
"17.05.2015 16:15 - 17.05.2015 16:30","11306","8914"
"17.05.2015 16:30 - 17.05.2015 16:45","11373","9044"
"17.05.2015 16:45 - 17.05.2015 17:00","11438","9246"
"17.05.2015 17:00 - 17.05.2015 17:15","11468","9458"
"17.05.2015 17:15 - 17.05.2015 17:30","11498","9671"
"17.05.2015 17:30 - 17.05.2015 17:45","11667","9871"
"17.05.2015 17:45 - 17.05.2015 18:00","11812","10019"
"17.05.2015 18:00 - 17.05.2015 18:15","11796","10045"
"17.05.2015 18:15 - 17.05.2015 18:30","11760","10015"
"17.05.2015 18:30 - 17.05.2015 18:45","11828","9963"
"17.05.2015 18:45 - 17.05.2015 19:00","11843","9980"
"17.05.2015 19:00 - 17.05.2015 19:15","11818","9957"
"17.05.2015 19:15 - 17.05.2015 19:30","11820","9927"
"17.05.2015 19:30 - 17.05.2015 19:45","11782","9892"
"17.05.2015 19:45 - 17.05.2015 20:00","11776","9957"
"17.05.2015 20:00 - 17.05.2015 20:15","11794","9932"
"17.05.2015 20:15 - 17.05.2015 20:30","11919","9858"
"17.05.2015 20:30 - 17.05.2015 20:45","11915","9737"
"17.05.2015 20:45 - 17.05.2015 21:00","11855","9691"
"17.05.2015 21:00 - 17.05.2015 21:15","11874","9657"
"17.05.2015 21:15 - 17.05.2015 21:30","11992","9717"
"17.05.2015 21:30 - 17.05.2015 21:45","12250","9839"
"17.05.2015 21:45 - 17.05.2015 22:00","12326","10014"
"17.05.2015 22:00 - 17.05.2015 22:15","12302","10069"
"17.05.2015 22:15 - 17.05.2015 22:30","12247","9966"
"17.05.2015 22:30 - 17.05.2015 22:45","12087","9809"
"17.05.2015 22:45 - 17.05.2015 23:00","11882","9610"
"17.05.2015 23:00 - 17.05.2015 23:15","11680","9398"
"17.05.2015 23:15 - 17.05.2015 23:30","11595","9166"
"17.05.2015 23:30 - 17.05.2015 23:45","11328","8942"
"17.05.2015 23:45 - 18.05.2015 00:00","11057","8716"
"18.05.2015 00:00 - 18.05.2015 00:15","10935","8523"
"18.05.2015 00:15 - 18.05.2015 00:30","10891","8363"
"18.05.2015 00:30 - 18.05.2015 00:45","10654","8171"
"18.05.2015 00:45 - 18.05.2015 01:00","10419","8022"
"18.05.2015 01:00 - 18.05.2015 01:15","10235","7880"
"18.05.2015 01:15 - 18.05.2015 01:30","10117","7792"
"18.05.2015 01:30 - 18.05.2015 01:45","9994","7719"
"18.05.2015 01:45 - 18.05.2015 02:00","9897","7659"
"18.05.2015 02:00 - 18.05.2015 02:15","9824","7621"
"18.05.2015 02:15 - 18.05.2015 02:30","9811","7595"
"18.05.2015 02:30 - 18.05.2015 02:45","9744","7562"
"18.05.2015 02:45 - 18.05.2015 03:00","9680","7540"
"18.05.2015 03:00 - 18.05.2015 03:15","9684","7539"
"18.05.2015 03:15 - 18.05.2015 03:30","9679","7538"
"18.05.2015 03:30 - 18.05.2015 03:45","9643","7523"
"18.05.2015 03:45 - 18.05.2015 04:00","9618","7528"
"18.05.2015 04:00 - 18.05.2015 04:15","9653","7566"
"18.05.2015 04:15 - 18.05.2015 04:30","9690","7598"
"18.05.2015 04:30 - 18.05.2015 04:45","9702","7632"
"18.05.2015 04:45 - 18.05.2015 05:00","9734","7700"
"18.05.2015 05:00 - 18.05.2015 05:15","9765","7837"
"18.05.2015 05:15 - 18.05.2015 05:30","9919","7922"
"18.05.2015 05:30 - 18.05.2015 05:45","10076","7979"
"18.05.2015 05:45 - 18.05.2015 06:00","10188","8133"
"18.05.2015 06:00 - 18.05.2015 06:15","10311","8517"
"18.05.2015 06:15 - 18.05.2015 06:30","10543","8865"
"18.05.2015 06:30 - 18.05.2015 06:45","10802","9265"
"18.05.2015 06:45 - 18.05.2015 07:00","10991","9671"
"18.05.2015 07:00 - 18.05.2015 07:15","11019","10235"
"18.05.2015 07:15 - 18.05.2015 07:30","11168","10685"
"18.05.2015 07:30 - 18.05.2015 07:45","11453","11201"
"18.05.2015 07:45 - 18.05.2015 08:00","11710","11639"
"18.05.2015 08:00 - 18.05.2015 08:15","11926","12077"
"18.05.2015 08:15 - 18.05.2015 08:30","12125","12294"
"18.05.2015 08:30 - 18.05.2015 08:45","12321","12539"
"18.05.2015 08:45 - 18.05.2015 09:00","12490","12730"
"18.05.2015 09:00 - 18.05.2015 09:15","12636","12871"
"18.05.2015 09:15 - 18.05.2015 09:30","12759","12994"
"18.05.2015 09:30 - 18.05.2015 09:45","12832","13016"
"18.05.2015 09:45 - 18.05.2015 10:00","12906","13071"
"18.05.2015 10:00 - 18.05.2015 10:15","12766","13112"
"18.05.2015 10:15 - 18.05.2015 10:30","13008","13138"
"18.05.2015 10:30 - 18.05.2015 10:45","12945","13202"
"18.05.2015 10:45 - 18.05.2015 11:00","12975","13279"
"18.05.2015 11:00 - 18.05.2015 11:15","12953","13358"
"18.05.2015 11:15 - 18.05.2015 11:30","12982","13402"
"18.05.2015 11:30 - 18.05.2015 11:45","13040","13448"
"18.05.2015 11:45 - 18.05.2015 12:00","13013","13508"
"18.05.2015 12:00 - 18.05.2015 12:15","13003","13491"
"18.05.2015 12:15 - 18.05.2015 12:30","13042","13368"
"18.05.2015 12:30 - 18.05.2015 12:45","12974","13260"
"18.05.2015 12:45 - 18.05.2015 13:00","12955","13268"
"18.05.2015 13:00 - 18.05.2015 13:15","12971","13380"
"18.05.2015 13:15 - 18.05.2015 13:30","12993","13457"
"18.05.2015 13:30 - 18.05.2015 13:45","12993","13471"
"18.05.2015 13:45 - 18.05.2015 14:00","12933","13451"
"18.05.2015 14:00 - 18.05.2015 14:15","12917","13415"
"18.05.2015 14:15 - 18.05.2015 14:30","12914","13414"
"18.05.2015 14:30 - 18.05.2015 14:45","12944","13370"
"18.05.2015 14:45 - 18.05.2015 15:00","12940","13376"
"18.05.2015 15:00 - 18.05.2015 15:15","12920","13357"
"18.05.2015 15:15 - 18.05.2015 15:30","12924","13378"
"18.05.2015 15:30 - 18.05.2015 15:45","12929","13452"
"18.05.2015 15:45 - 18.05.2015 16:00","12925","13496"
"18.05.2015 16:00 - 18.05.2015 16:15","12980","13494"
"18.05.2015 16:15 - 18.05.2015 16:30","13042","13488"
"18.05.2015 16:30 - 18.05.2015 16:45","13140","13487"
"18.05.2015 16:45 - 18.05.2015 17:00","13145","13585"
"18.05.2015 17:00 - 18.05.2015 17:15","13215","13588"
"18.05.2015 17:15 - 18.05.2015 17:30","13277","13608"
"18.05.2015 17:30 - 18.05.2015 17:45","13387","13536"
"18.05.2015 17:45 - 18.05.2015 18:00","13437","13426"
"18.05.2015 18:00 - 18.05.2015 18:15","13371","13098"
"18.05.2015 18:15 - 18.05.2015 18:30","13176","12854"
"18.05.2015 18:30 - 18.05.2015 18:45","13222","12736"
"18.05.2015 18:45 - 18.05.2015 19:00","13146","12632"
"18.05.2015 19:00 - 18.05.2015 19:15","13199","12464"
"18.05.2015 19:15 - 18.05.2015 19:30","13309","12361"
"18.05.2015 19:30 - 18.05.2015 19:45","13363","12245"
"18.05.2015 19:45 - 18.05.2015 20:00","13315","12197"
"18.05.2015 20:00 - 18.05.2015 20:15","13312","11986"
"18.05.2015 20:15 - 18.05.2015 20:30","13343","11799"
"18.05.2015 20:30 - 18.05.2015 20:45","13376","11633"
"18.05.2015 20:45 - 18.05.2015 21:00","13354","11509"
"18.05.2015 21:00 - 18.05.2015 21:15","13440","11355"
"18.05.2015 21:15 - 18.05.2015 21:30","13697","11327"
"18.05.2015 21:30 - 18.05.2015 21:45","13831","11352"
"18.05.2015 21:45 - 18.05.2015 22:00","13778","11447"
"18.05.2015 22:00 - 18.05.2015 22:15","13669","11359"
"18.05.2015 22:15 - 18.05.2015 22:30","13538","11214"
"18.05.2015 22:30 - 18.05.2015 22:45","13326","10927"
"18.05.2015 22:45 - 18.05.2015 23:00","13113","10669"
"18.05.2015 23:00 - 18.05.2015 23:15","13040","10511"
"18.05.2015 23:15 - 18.05.2015 23:30","12954","10258"
"18.05.2015 23:30 - 18.05.2015 23:45","12679","9956"
"18.05.2015 23:45 - 19.05.2015 00:00","12370","9703"
"19.05.2015 00:00 - 19.05.2015 00:15","12152","9447"
"19.05.2015 00:15 - 19.05.2015 00:30","11980","9225"
"19.05.2015 00:30 - 19.05.2015 00:45","11678","8996"
"19.05.2015 00:45 - 19.05.2015 01:00","11446","8805"
"19.05.2015 01:00 - 19.05.2015 01:15","11249","8645"
"19.05.2015 01:15 - 19.05.2015 01:30","11120","8519"
"19.05.2015 01:30 - 19.05.2015 01:45","10920","8356"
"19.05.2015 01:45 - 19.05.2015 02:00","10727","8255"
"19.05.2015 02:00 - 19.05.2015 02:15","10686","8188"
"19.05.2015 02:15 - 19.05.2015 02:30","10659","8148"
"19.05.2015 02:30 - 19.05.2015 02:45","10607","8095"
"19.05.2015 02:45 - 19.05.2015 03:00","10528","8059"
"19.05.2015 03:00 - 19.05.2015 03:15","10516","8068"
"19.05.2015 03:15 - 19.05.2015 03:30","10539","8050"
"19.05.2015 03:30 - 19.05.2015 03:45","10447","8032"
"19.05.2015 03:45 - 19.05.2015 04:00","10400","8023"
"19.05.2015 04:00 - 19.05.2015 04:15","10366","8044"
"19.05.2015 04:15 - 19.05.2015 04:30","10402","8026"
"19.05.2015 04:30 - 19.05.2015 04:45","10429","8091"
"19.05.2015 04:45 - 19.05.2015 05:00","10439","8132"
"19.05.2015 05:00 - 19.05.2015 05:15","10474","8240"
"19.05.2015 05:15 - 19.05.2015 05:30","10585","8253"
"19.05.2015 05:30 - 19.05.2015 05:45","10703","8309"
"19.05.2015 05:45 - 19.05.2015 06:00","10840","8463"
"19.05.2015 06:00 - 19.05.2015 06:15","10895","8851"
"19.05.2015 06:15 - 19.05.2015 06:30","11042","9183"
"19.05.2015 06:30 - 19.05.2015 06:45","11253","9569"
"19.05.2015 06:45 - 19.05.2015 07:00","11522","9950"
"19.05.2015 07:00 - 19.05.2015 07:15","11788","10543"
"19.05.2015 07:15 - 19.05.2015 07:30","11952","11005"
"19.05.2015 07:30 - 19.05.2015 07:45","12325","11465"
"19.05.2015 07:45 - 19.05.2015 08:00","12696","11866"
"19.05.2015 08:00 - 19.05.2015 08:15","12888","12176"
"19.05.2015 08:15 - 19.05.2015 08:30","13085","12378"
"19.05.2015 08:30 - 19.05.2015 08:45","13201","12571"
"19.05.2015 08:45 - 19.05.2015 09:00","13314","12790"
"19.05.2015 09:00 - 19.05.2015 09:15","13455","12970"
"19.05.2015 09:15 - 19.05.2015 09:30","13580","13054"
"19.05.2015 09:30 - 19.05.2015 09:45","13652","13100"
"19.05.2015 09:45 - 19.05.2015 10:00","13620","13157"
"19.05.2015 10:00 - 19.05.2015 10:15","13623","13189"
"19.05.2015 10:15 - 19.05.2015 10:30","13711","13191"
"19.05.2015 10:30 - 19.05.2015 10:45","13714","13221"
"19.05.2015 10:45 - 19.05.2015 11:00","13747","13251"
"19.05.2015 11:00 - 19.05.2015 11:15","13723","13266"
"19.05.2015 11:15 - 19.05.2015 11:30","13667","13292"
"19.05.2015 11:30 - 19.05.2015 11:45","13589","13326"
"19.05.2015 11:45 - 19.05.2015 12:00","13519","13327"
"19.05.2015 12:00 - 19.05.2015 12:15","13524","13312"
"19.05.2015 12:15 - 19.05.2015 12:30","13492","13240"
"19.05.2015 12:30 - 19.05.2015 12:45","13273","13146"
"19.05.2015 12:45 - 19.05.2015 13:00","13170","13078"
"19.05.2015 13:00 - 19.05.2015 13:15","13139","13187"
"19.05.2015 13:15 - 19.05.2015 13:30","13275","13284"
"19.05.2015 13:30 - 19.05.2015 13:45","13215","13286"
"19.05.2015 13:45 - 19.05.2015 14:00","13106","13270"
"19.05.2015 14:00 - 19.05.2015 14:15","13122","13226"
"19.05.2015 14:15 - 19.05.2015 14:30","13197","13176"
"19.05.2015 14:30 - 19.05.2015 14:45","13111","13120"
"19.05.2015 14:45 - 19.05.2015 15:00","12993","13071"
"19.05.2015 15:00 - 19.05.2015 15:15","12929","12961"
"19.05.2015 15:15 - 19.05.2015 15:30","12849","12918"
"19.05.2015 15:30 - 19.05.2015 15:45","12748","12952"
"19.05.2015 15:45 - 19.05.2015 16:00","12717","12976"
"19.05.2015 16:00 - 19.05.2015 16:15","12680","12962"
"19.05.2015 16:15 - 19.05.2015 16:30","12526","12971"
"19.05.2015 16:30 - 19.05.2015 16:45","12487","12978"
"19.05.2015 16:45 - 19.05.2015 17:00","12373","13057"
"19.05.2015 17:00 - 19.05.2015 17:15","12358","13028"
"19.05.2015 17:15 - 19.05.2015 17:30","12378","13030"
"19.05.2015 17:30 - 19.05.2015 17:45","12500","12943"
"19.05.2015 17:45 - 19.05.2015 18:00","12553","12887"
"19.05.2015 18:00 - 19.05.2015 18:15","12506","12600"
"19.05.2015 18:15 - 19.05.2015 18:30","12372","12374"
"19.05.2015 18:30 - 19.05.2015 18:45","12339","12271"
"19.05.2015 18:45 - 19.05.2015 19:00","12339","12252"
"19.05.2015 19:00 - 19.05.2015 19:15","12418","12150"
"19.05.2015 19:15 - 19.05.2015 19:30","12554","12042"
"19.05.2015 19:30 - 19.05.2015 19:45","12670","11955"
"19.05.2015 19:45 - 19.05.2015 20:00","12710","11910"
"19.05.2015 20:00 - 19.05.2015 20:15","12769","11773"
"19.05.2015 20:15 - 19.05.2015 20:30","12805","11625"
"19.05.2015 20:30 - 19.05.2015 20:45","12819","11465"
"19.05.2015 20:45 - 19.05.2015 21:00","12905","11386"
"19.05.2015 21:00 - 19.05.2015 21:15","12965","11296"
"19.05.2015 21:15 - 19.05.2015 21:30","13099","11263"
"19.05.2015 21:30 - 19.05.2015 21:45","13333","11264"
"19.05.2015 21:45 - 19.05.2015 22:00","13384","11420"
"19.05.2015 22:00 - 19.05.2015 22:15","13279","11398"
"19.05.2015 22:15 - 19.05.2015 22:30","13073","11245"
"19.05.2015 22:30 - 19.05.2015 22:45","12946","11010"
"19.05.2015 22:45 - 19.05.2015 23:00","12763","10791"
"19.05.2015 23:00 - 19.05.2015 23:15","12659","10615"
"19.05.2015 23:15 - 19.05.2015 23:30","12604","10376"
"19.05.2015 23:30 - 19.05.2015 23:45","12382","10073"
"19.05.2015 23:45 - 20.05.2015 00:00","12162","9816"
"20.05.2015 00:00 - 20.05.2015 00:15","11908","9369"
"20.05.2015 00:15 - 20.05.2015 00:30","11682","9133"
"20.05.2015 00:30 - 20.05.2015 00:45","11390","8915"
"20.05.2015 00:45 - 20.05.2015 01:00","11105","8684"
"20.05.2015 01:00 - 20.05.2015 01:15","10940","8489"
"20.05.2015 01:15 - 20.05.2015 01:30","10812","8365"
"20.05.2015 01:30 - 20.05.2015 01:45","10683","8245"
"20.05.2015 01:45 - 20.05.2015 02:00","10581","8158"
"20.05.2015 02:00 - 20.05.2015 02:15","10486","8078"
"20.05.2015 02:15 - 20.05.2015 02:30","10418","8028"
"20.05.2015 02:30 - 20.05.2015 02:45","10346","7977"
"20.05.2015 02:45 - 20.05.2015 03:00","10248","7929"
"20.05.2015 03:00 - 20.05.2015 03:15","10208","7906"
"20.05.2015 03:15 - 20.05.2015 03:30","10221","7879"
"20.05.2015 03:30 - 20.05.2015 03:45","10193","7855"
"20.05.2015 03:45 - 20.05.2015 04:00","10122","7848"
"20.05.2015 04:00 - 20.05.2015 04:15","10131","7862"
"20.05.2015 04:15 - 20.05.2015 04:30","10158","7890"
"20.05.2015 04:30 - 20.05.2015 04:45","10210","7909"
"20.05.2015 04:45 - 20.05.2015 05:00","10272","7964"
"20.05.2015 05:00 - 20.05.2015 05:15","10327","8080"
"20.05.2015 05:15 - 20.05.2015 05:30","10485","8078"
"20.05.2015 05:30 - 20.05.2015 05:45","10643","8148"
"20.05.2015 05:45 - 20.05.2015 06:00","10749","8305"
"20.05.2015 06:00 - 20.05.2015 06:15","10837","8676"
"20.05.2015 06:15 - 20.05.2015 06:30","11109","9004"
"20.05.2015 06:30 - 20.05.2015 06:45","11439","9390"
"20.05.2015 06:45 - 20.05.2015 07:00","11810","9759"
"20.05.2015 07:00 - 20.05.2015 07:15","12060","10344"
"20.05.2015 07:15 - 20.05.2015 07:30","12345","10871"
"20.05.2015 07:30 - 20.05.2015 07:45","12770","11331"
"20.05.2015 07:45 - 20.05.2015 08:00","13186","11729"
"20.05.2015 08:00 - 20.05.2015 08:15","13338","12059"
"20.05.2015 08:15 - 20.05.2015 08:30","13506","12311"
"20.05.2015 08:30 - 20.05.2015 08:45","13713","12471"
"20.05.2015 08:45 - 20.05.2015 09:00","13873","12639"
"20.05.2015 09:00 - 20.05.2015 09:15","14005","12780"
"20.05.2015 09:15 - 20.05.2015 09:30","14212","12874"
"20.05.2015 09:30 - 20.05.2015 09:45","14267","12883"
"20.05.2015 09:45 - 20.05.2015 10:00","14336","12925"
"20.05.2015 10:00 - 20.05.2015 10:15","14295","12955"
"20.05.2015 10:15 - 20.05.2015 10:30","14352","12936"
"20.05.2015 10:30 - 20.05.2015 10:45","14374","12944"
"20.05.2015 10:45 - 20.05.2015 11:00","11217","12991"
"20.05.2015 11:00 - 20.05.2015 11:15","14393","13046"
"20.05.2015 11:15 - 20.05.2015 11:30","14393","13058"
"20.05.2015 11:30 - 20.05.2015 11:45","14432","13045"
"20.05.2015 11:45 - 20.05.2015 12:00","14442","13061"
"20.05.2015 12:00 - 20.05.2015 12:15","14465","12997"
"20.05.2015 12:15 - 20.05.2015 12:30","14397","12891"
"20.05.2015 12:30 - 20.05.2015 12:45","14244","12793"
"20.05.2015 12:45 - 20.05.2015 13:00","14157","12782"
"20.05.2015 13:00 - 20.05.2015 13:15","14100","12846"
"20.05.2015 13:15 - 20.05.2015 13:30","14146","12895"
"20.05.2015 13:30 - 20.05.2015 13:45","14389","12905"
"20.05.2015 13:45 - 20.05.2015 14:00","14329","12846"
"20.05.2015 14:00 - 20.05.2015 14:15","14285","12788"
"20.05.2015 14:15 - 20.05.2015 14:30","14299","12757"
"20.05.2015 14:30 - 20.05.2015 14:45","14407","12705"
"20.05.2015 14:45 - 20.05.2015 15:00","14316","12668"
"20.05.2015 15:00 - 20.05.2015 15:15","14277","12607"
"20.05.2015 15:15 - 20.05.2015 15:30","14276","12631"
"20.05.2015 15:30 - 20.05.2015 15:45","14203","12620"
"20.05.2015 15:45 - 20.05.2015 16:00","14162","12607"
"20.05.2015 16:00 - 20.05.2015 16:15","14548","12574"
"20.05.2015 16:15 - 20.05.2015 16:30","14020","12571"
"20.05.2015 16:30 - 20.05.2015 16:45","13938","12562"
"20.05.2015 16:45 - 20.05.2015 17:00","14056","12661"
"20.05.2015 17:00 - 20.05.2015 17:15","14119","12704"
"20.05.2015 17:15 - 20.05.2015 17:30","14091","12753"
"20.05.2015 17:30 - 20.05.2015 17:45","14150","12691"
"20.05.2015 17:45 - 20.05.2015 18:00","14095","12603"
"20.05.2015 18:00 - 20.05.2015 18:15","13960","12271"
"20.05.2015 18:15 - 20.05.2015 18:30","13656","12016"
"20.05.2015 18:30 - 20.05.2015 18:45","13511","11901"
"20.05.2015 18:45 - 20.05.2015 19:00","13523","11866"
"20.05.2015 19:00 - 20.05.2015 19:15","13473","11766"
"20.05.2015 19:15 - 20.05.2015 19:30","13567","11685"
"20.05.2015 19:30 - 20.05.2015 19:45","13551","11612"
"20.05.2015 19:45 - 20.05.2015 20:00","13445","11573"
"20.05.2015 20:00 - 20.05.2015 20:15","13455","11433"
"20.05.2015 20:15 - 20.05.2015 20:30","13492","11301"
"20.05.2015 20:30 - 20.05.2015 20:45","13436","11156"
"20.05.2015 20:45 - 20.05.2015 21:00","13336","11052"
"20.05.2015 21:00 - 20.05.2015 21:15","13335","10952"
"20.05.2015 21:15 - 20.05.2015 21:30","13439","10951"
"20.05.2015 21:30 - 20.05.2015 21:45","13603","10954"
"20.05.2015 21:45 - 20.05.2015 22:00","13649","11132"
"20.05.2015 22:00 - 20.05.2015 22:15","13596","11173"
"20.05.2015 22:15 - 20.05.2015 22:30","13339","11044"
"20.05.2015 22:30 - 20.05.2015 22:45","13092","10809"
"20.05.2015 22:45 - 20.05.2015 23:00","12739","10573"
"20.05.2015 23:00 - 20.05.2015 23:15","12583","10436"
"20.05.2015 23:15 - 20.05.2015 23:30","12556","10216"
"20.05.2015 23:30 - 20.05.2015 23:45","12367","9929"
"20.05.2015 23:45 - 21.05.2015 00:00","12063","9667"
"21.05.2015 00:00 - 21.05.2015 00:15","11759","9365"
"21.05.2015 00:15 - 21.05.2015 00:30","11441","9149"
"21.05.2015 00:30 - 21.05.2015 00:45","11110","8908"
"21.05.2015 00:45 - 21.05.2015 01:00","10854","8719"
"21.05.2015 01:00 - 21.05.2015 01:15","10722","8528"
"21.05.2015 01:15 - 21.05.2015 01:30","10567","8384"
"21.05.2015 01:30 - 21.05.2015 01:45","10431","8262"
"21.05.2015 01:45 - 21.05.2015 02:00","10310","8165"
"21.05.2015 02:00 - 21.05.2015 02:15","10227","8087"
"21.05.2015 02:15 - 21.05.2015 02:30","10159","8019"
"21.05.2015 02:30 - 21.05.2015 02:45","10094","7958"
"21.05.2015 02:45 - 21.05.2015 03:00","10053","7923"
"21.05.2015 03:00 - 21.05.2015 03:15","9993","7906"
"21.05.2015 03:15 - 21.05.2015 03:30","10002","7897"
"21.05.2015 03:30 - 21.05.2015 03:45","10035","7880"
"21.05.2015 03:45 - 21.05.2015 04:00","10009","7869"
"21.05.2015 04:00 - 21.05.2015 04:15","9993","7893"
"21.05.2015 04:15 - 21.05.2015 04:30","9997","7910"
"21.05.2015 04:30 - 21.05.2015 04:45","10071","7933"
"21.05.2015 04:45 - 21.05.2015 05:00","10129","7977"
"21.05.2015 05:00 - 21.05.2015 05:15","10151","8078"
"21.05.2015 05:15 - 21.05.2015 05:30","10202","8054"
