"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"13.11.2015 23:15 - 13.11.2015 23:30","51217","52442"
"13.11.2015 23:30 - 13.11.2015 23:45","50213","51671"
"13.11.2015 23:45 - 14.11.2015 00:00","48932","50939"
"14.11.2015 00:00 - 14.11.2015 00:15","48447","50371"
"14.11.2015 00:15 - 14.11.2015 00:30","47716","49245"
"14.11.2015 00:30 - 14.11.2015 00:45","47024","48306"
"14.11.2015 00:45 - 14.11.2015 01:00","46594","47813"
"14.11.2015 01:00 - 14.11.2015 01:15","45764","47202"
"14.11.2015 01:15 - 14.11.2015 01:30","45336","46438"
"14.11.2015 01:30 - 14.11.2015 01:45","44762","46152"
"14.11.2015 01:45 - 14.11.2015 02:00","44751","45980"
"14.11.2015 02:00 - 14.11.2015 02:15","44495","45646"
"14.11.2015 02:15 - 14.11.2015 02:30","44216","45211"
"14.11.2015 02:30 - 14.11.2015 02:45","44054","45666"
"14.11.2015 02:45 - 14.11.2015 03:00","43826","45858"
"14.11.2015 03:00 - 14.11.2015 03:15","43932","45611"
"14.11.2015 03:15 - 14.11.2015 03:30","43917","45646"
"14.11.2015 03:30 - 14.11.2015 03:45","43905","45964"
"14.11.2015 03:45 - 14.11.2015 04:00","44009","45930"
"14.11.2015 04:00 - 14.11.2015 04:15","44164","45953"
"14.11.2015 04:15 - 14.11.2015 04:30","44393","46055"
"14.11.2015 04:30 - 14.11.2015 04:45","44115","46278"
"14.11.2015 04:45 - 14.11.2015 05:00","44278","46242"
"14.11.2015 05:00 - 14.11.2015 05:15","44838","46329"
"14.11.2015 05:15 - 14.11.2015 05:30","44608","46247"
"14.11.2015 05:30 - 14.11.2015 05:45","44863","46200"
"14.11.2015 05:45 - 14.11.2015 06:00","44810","46270"
"14.11.2015 06:00 - 14.11.2015 06:15","45466","46701"
"14.11.2015 06:15 - 14.11.2015 06:30","46046","47542"
"14.11.2015 06:30 - 14.11.2015 06:45","47042","48296"
"14.11.2015 06:45 - 14.11.2015 07:00","47714","49082"
"14.11.2015 07:00 - 14.11.2015 07:15","48970","50142"
"14.11.2015 07:15 - 14.11.2015 07:30","49666","50550"
"14.11.2015 07:30 - 14.11.2015 07:45","51646","51368"
"14.11.2015 07:45 - 14.11.2015 08:00","52208","52112"
"14.11.2015 08:00 - 14.11.2015 08:15","53437","52800"
"14.11.2015 08:15 - 14.11.2015 08:30","54060","53410"
"14.11.2015 08:30 - 14.11.2015 08:45","54718","54462"
"14.11.2015 08:45 - 14.11.2015 09:00","55415","55175"
"14.11.2015 09:00 - 14.11.2015 09:15","56252","55959"
"14.11.2015 09:15 - 14.11.2015 09:30","57212","56643"
"14.11.2015 09:30 - 14.11.2015 09:45","57544","57305"
"14.11.2015 09:45 - 14.11.2015 10:00","57766","57949"
"14.11.2015 10:00 - 14.11.2015 10:15","58620","58505"
"14.11.2015 10:15 - 14.11.2015 10:30","58670","59041"
"14.11.2015 10:30 - 14.11.2015 10:45","59134","59113"
"14.11.2015 10:45 - 14.11.2015 11:00","59230","59439"
"14.11.2015 11:00 - 14.11.2015 11:15","58627","59651"
"14.11.2015 11:15 - 14.11.2015 11:30","59548","59992"
"14.11.2015 11:30 - 14.11.2015 11:45","58726","60240"
"14.11.2015 11:45 - 14.11.2015 12:00","59443","60027"
"14.11.2015 12:00 - 14.11.2015 12:15","59725","59361"
"14.11.2015 12:15 - 14.11.2015 12:30","59062","59608"
"14.11.2015 12:30 - 14.11.2015 12:45","58558","59214"
"14.11.2015 12:45 - 14.11.2015 13:00","58333","58850"
"14.11.2015 13:00 - 14.11.2015 13:15","57779","58425"
"14.11.2015 13:15 - 14.11.2015 13:30","57708","57667"
"14.11.2015 13:30 - 14.11.2015 13:45","57269","57239"
"14.11.2015 13:45 - 14.11.2015 14:00","56610","56721"
"14.11.2015 14:00 - 14.11.2015 14:15","56017","56094"
"14.11.2015 14:15 - 14.11.2015 14:30","55459","56145"
"14.11.2015 14:30 - 14.11.2015 14:45","55188","55727"
"14.11.2015 14:45 - 14.11.2015 15:00","54891","55212"
"14.11.2015 15:00 - 14.11.2015 15:15","55012","55058"
"14.11.2015 15:15 - 14.11.2015 15:30","55092","55239"
"14.11.2015 15:30 - 14.11.2015 15:45","54804","55376"
"14.11.2015 15:45 - 14.11.2015 16:00","55000","55246"
"14.11.2015 16:00 - 14.11.2015 16:15","55284","55828"
"14.11.2015 16:15 - 14.11.2015 16:30","55917","56328"
"14.11.2015 16:30 - 14.11.2015 16:45","56851","57097"
"14.11.2015 16:45 - 14.11.2015 17:00","57804","58612"
"14.11.2015 17:00 - 14.11.2015 17:15","58769","59638"
"14.11.2015 17:15 - 14.11.2015 17:30","59996","60194"
"14.11.2015 17:30 - 14.11.2015 17:45","60685","60420"
"14.11.2015 17:45 - 14.11.2015 18:00","60928","60548"
"14.11.2015 18:00 - 14.11.2015 18:15","60247","60224"
"14.11.2015 18:15 - 14.11.2015 18:30","60185","60088"
"14.11.2015 18:30 - 14.11.2015 18:45","59978","59556"
"14.11.2015 18:45 - 14.11.2015 19:00","59323","59163"
"14.11.2015 19:00 - 14.11.2015 19:15","59268","58586"
"14.11.2015 19:15 - 14.11.2015 19:30","58407","57956"
"14.11.2015 19:30 - 14.11.2015 19:45","57720","57520"
"14.11.2015 19:45 - 14.11.2015 20:00","57143","56351"
"14.11.2015 20:00 - 14.11.2015 20:15","56074","55439"
"14.11.2015 20:15 - 14.11.2015 20:30","54667","54517"
"14.11.2015 20:30 - 14.11.2015 20:45","53936","53345"
"14.11.2015 20:45 - 14.11.2015 21:00","52825","52747"
"14.11.2015 21:00 - 14.11.2015 21:15","52323","52157"
"14.11.2015 21:15 - 14.11.2015 21:30","51577","52124"
"14.11.2015 21:30 - 14.11.2015 21:45","51337","51270"
"14.11.2015 21:45 - 14.11.2015 22:00","50850","50677"
"14.11.2015 22:00 - 14.11.2015 22:15","51090","50974"
"14.11.2015 22:15 - 14.11.2015 22:30","50594","50331"
"14.11.2015 22:30 - 14.11.2015 22:45","49400","49570"
"14.11.2015 22:45 - 14.11.2015 23:00","49179","48771"
"14.11.2015 23:00 - 14.11.2015 23:15","48096","47974"
"14.11.2015 23:15 - 14.11.2015 23:30","47288","47035"
"14.11.2015 23:30 - 14.11.2015 23:45","46176","45998"
"14.11.2015 23:45 - 15.11.2015 00:00","44871","44930"
"15.11.2015 00:00 - 15.11.2015 00:15","44027","44321"
"15.11.2015 00:15 - 15.11.2015 00:30","43216","43636"
"15.11.2015 00:30 - 15.11.2015 00:45","42614","43079"
"15.11.2015 00:45 - 15.11.2015 01:00","42234","42342"
"15.11.2015 01:00 - 15.11.2015 01:15","41710","41992"
"15.11.2015 01:15 - 15.11.2015 01:30","41186","41231"
"15.11.2015 01:30 - 15.11.2015 01:45","40902","41041"
"15.11.2015 01:45 - 15.11.2015 02:00","40754","40609"
"15.11.2015 02:00 - 15.11.2015 02:15","40501","40204"
"15.11.2015 02:15 - 15.11.2015 02:30","40296","40146"
"15.11.2015 02:30 - 15.11.2015 02:45","40179","39909"
"15.11.2015 02:45 - 15.11.2015 03:00","40122","39961"
"15.11.2015 03:00 - 15.11.2015 03:15","40076","39861"
"15.11.2015 03:15 - 15.11.2015 03:30","39975","40099"
"15.11.2015 03:30 - 15.11.2015 03:45","40051","39891"
"15.11.2015 03:45 - 15.11.2015 04:00","40200","39961"
"15.11.2015 04:00 - 15.11.2015 04:15","40237","40163"
"15.11.2015 04:15 - 15.11.2015 04:30","40485","40376"
"15.11.2015 04:30 - 15.11.2015 04:45","40394","40584"
"15.11.2015 04:45 - 15.11.2015 05:00","40511","40430"
"15.11.2015 05:00 - 15.11.2015 05:15","40736","40503"
"15.11.2015 05:15 - 15.11.2015 05:30","40310","40790"
"15.11.2015 05:30 - 15.11.2015 05:45","40372","40801"
"15.11.2015 05:45 - 15.11.2015 06:00","40243","40534"
"15.11.2015 06:00 - 15.11.2015 06:15","40303","40559"
"15.11.2015 06:15 - 15.11.2015 06:30","40496","40916"
"15.11.2015 06:30 - 15.11.2015 06:45","40866","41157"
"15.11.2015 06:45 - 15.11.2015 07:00","41331","41691"
"15.11.2015 07:00 - 15.11.2015 07:15","42031","42360"
"15.11.2015 07:15 - 15.11.2015 07:30","42340","42860"
"15.11.2015 07:30 - 15.11.2015 07:45","43969","43356"
"15.11.2015 07:45 - 15.11.2015 08:00","44490","44067"
"15.11.2015 08:00 - 15.11.2015 08:15","45518","45098"
"15.11.2015 08:15 - 15.11.2015 08:30","46126","46158"
"15.11.2015 08:30 - 15.11.2015 08:45","46837","47321"
"15.11.2015 08:45 - 15.11.2015 09:00","47797","48240"
"15.11.2015 09:00 - 15.11.2015 09:15","48739","49267"
"15.11.2015 09:15 - 15.11.2015 09:30","49685","50344"
"15.11.2015 09:30 - 15.11.2015 09:45","49949","50898"
"15.11.2015 09:45 - 15.11.2015 10:00","50413","51595"
"15.11.2015 10:00 - 15.11.2015 10:15","51253","52171"
"15.11.2015 10:15 - 15.11.2015 10:30","51903","52977"
"15.11.2015 10:30 - 15.11.2015 10:45","52311","53729"
"15.11.2015 10:45 - 15.11.2015 11:00","52588","54215"
"15.11.2015 11:00 - 15.11.2015 11:15","53234","54876"
"15.11.2015 11:15 - 15.11.2015 11:30","53826","56095"
"15.11.2015 11:30 - 15.11.2015 11:45","54511","56407"
"15.11.2015 11:45 - 15.11.2015 12:00","54485","56386"
"15.11.2015 12:00 - 15.11.2015 12:15","53879","56206"
"15.11.2015 12:15 - 15.11.2015 12:30","53408","55993"
"15.11.2015 12:30 - 15.11.2015 12:45","52989","55449"
"15.11.2015 12:45 - 15.11.2015 13:00","52582","54625"
"15.11.2015 13:00 - 15.11.2015 13:15","52150","54166"
"15.11.2015 13:15 - 15.11.2015 13:30","51815","53395"
"15.11.2015 13:30 - 15.11.2015 13:45","51485","52917"
"15.11.2015 13:45 - 15.11.2015 14:00","50587","52450"
"15.11.2015 14:00 - 15.11.2015 14:15","50388","51966"
"15.11.2015 14:15 - 15.11.2015 14:30","49724","51573"
"15.11.2015 14:30 - 15.11.2015 14:45","49472","51430"
"15.11.2015 14:45 - 15.11.2015 15:00","49081","51200"
"15.11.2015 15:00 - 15.11.2015 15:15","49126","51537"
"15.11.2015 15:15 - 15.11.2015 15:30","49462","51145"
"15.11.2015 15:30 - 15.11.2015 15:45","49110","51107"
"15.11.2015 15:45 - 15.11.2015 16:00","49606","51270"
"15.11.2015 16:00 - 15.11.2015 16:15","49713","51587"
"15.11.2015 16:15 - 15.11.2015 16:30","50490","51897"
"15.11.2015 16:30 - 15.11.2015 16:45","51172","53436"
"15.11.2015 16:45 - 15.11.2015 17:00","52470","54173"
"15.11.2015 17:00 - 15.11.2015 17:15","53944","55938"
"15.11.2015 17:15 - 15.11.2015 17:30","55106","56996"
"15.11.2015 17:30 - 15.11.2015 17:45","56367","57335"
"15.11.2015 17:45 - 15.11.2015 18:00","56772","57962"
"15.11.2015 18:00 - 15.11.2015 18:15","56566","58384"
"15.11.2015 18:15 - 15.11.2015 18:30","56970","58206"
"15.11.2015 18:30 - 15.11.2015 18:45","56891","57886"
"15.11.2015 18:45 - 15.11.2015 19:00","56612","57627"
"15.11.2015 19:00 - 15.11.2015 19:15","56604","57397"
"15.11.2015 19:15 - 15.11.2015 19:30","56069","56620"
"15.11.2015 19:30 - 15.11.2015 19:45","55549","56174"
"15.11.2015 19:45 - 15.11.2015 20:00","55305","55774"
"15.11.2015 20:00 - 15.11.2015 20:15","54996","55080"
"15.11.2015 20:15 - 15.11.2015 20:30","53910","54277"
"15.11.2015 20:30 - 15.11.2015 20:45","53301","53253"
"15.11.2015 20:45 - 15.11.2015 21:00","52469","52342"
"15.11.2015 21:00 - 15.11.2015 21:15","52173","52149"
"15.11.2015 21:15 - 15.11.2015 21:30","51726","51661"
"15.11.2015 21:30 - 15.11.2015 21:45","43337","50905"
"15.11.2015 21:45 - 15.11.2015 22:00","51107","50842"
"15.11.2015 22:00 - 15.11.2015 22:15","51572","51906"
"15.11.2015 22:15 - 15.11.2015 22:30","51477","51058"
"15.11.2015 22:30 - 15.11.2015 22:45","50447","50557"
"15.11.2015 22:45 - 15.11.2015 23:00","49809","49516"
"15.11.2015 23:00 - 15.11.2015 23:15","49029","48632"
"15.11.2015 23:15 - 15.11.2015 23:30","47831","47537"
"15.11.2015 23:30 - 15.11.2015 23:45","47194","46689"
"15.11.2015 23:45 - 16.11.2015 00:00","45991","45950"
"16.11.2015 00:00 - 16.11.2015 00:15","44703","45216"
"16.11.2015 00:15 - 16.11.2015 00:30","44104","44421"
"16.11.2015 00:30 - 16.11.2015 00:45","43452","43840"
"16.11.2015 00:45 - 16.11.2015 01:00","42947","43455"
"16.11.2015 01:00 - 16.11.2015 01:15","42411","43002"
"16.11.2015 01:15 - 16.11.2015 01:30","42108","42395"
"16.11.2015 01:30 - 16.11.2015 01:45","41776","42443"
"16.11.2015 01:45 - 16.11.2015 02:00","41704","42383"
"16.11.2015 02:00 - 16.11.2015 02:15","41753","42184"
"16.11.2015 02:15 - 16.11.2015 02:30","41540","42174"
"16.11.2015 02:30 - 16.11.2015 02:45","41547","42017"
"16.11.2015 02:45 - 16.11.2015 03:00","41544","42019"
"16.11.2015 03:00 - 16.11.2015 03:15","41864","42045"
"16.11.2015 03:15 - 16.11.2015 03:30","42130","42398"
"16.11.2015 03:30 - 16.11.2015 03:45","42225","42839"
"16.11.2015 03:45 - 16.11.2015 04:00","42570","43088"
"16.11.2015 04:00 - 16.11.2015 04:15","43095","43934"
"16.11.2015 04:15 - 16.11.2015 04:30","43978","44338"
"16.11.2015 04:30 - 16.11.2015 04:45","44404","45096"
"16.11.2015 04:45 - 16.11.2015 05:00","45183","45835"
"16.11.2015 05:00 - 16.11.2015 05:15","47089","47867"
"16.11.2015 05:15 - 16.11.2015 05:30","47593","48871"
"16.11.2015 05:30 - 16.11.2015 05:45","49277","50324"
"16.11.2015 05:45 - 16.11.2015 06:00","51202","51986"
"16.11.2015 06:00 - 16.11.2015 06:15","54273","55769"
"16.11.2015 06:15 - 16.11.2015 06:30","56657","58425"
"16.11.2015 06:30 - 16.11.2015 06:45","59074","60341"
"16.11.2015 06:45 - 16.11.2015 07:00","61069","62572"
"16.11.2015 07:00 - 16.11.2015 07:15","63169","65029"
"16.11.2015 07:15 - 16.11.2015 07:30","63787","66254"
"16.11.2015 07:30 - 16.11.2015 07:45","64926","66597"
"16.11.2015 07:45 - 16.11.2015 08:00","65375","67157"
"16.11.2015 08:00 - 16.11.2015 08:15","66652","68223"
"16.11.2015 08:15 - 16.11.2015 08:30","66859","68303"
"16.11.2015 08:30 - 16.11.2015 08:45","66843","69084"
"16.11.2015 08:45 - 16.11.2015 09:00","56840","69513"
"16.11.2015 09:00 - 16.11.2015 09:15","66954","68984"
"16.11.2015 09:15 - 16.11.2015 09:30","67169","69054"
"16.11.2015 09:30 - 16.11.2015 09:45","67755","69263"
"16.11.2015 09:45 - 16.11.2015 10:00","67907","69314"
"16.11.2015 10:00 - 16.11.2015 10:15","68394","69035"
"16.11.2015 10:15 - 16.11.2015 10:30","68308","69448"
"16.11.2015 10:30 - 16.11.2015 10:45","69102","69750"
"16.11.2015 10:45 - 16.11.2015 11:00","69282","70344"
"16.11.2015 11:00 - 16.11.2015 11:15","68727","71064"
"16.11.2015 11:15 - 16.11.2015 11:30","69849","71298"
"16.11.2015 11:30 - 16.11.2015 11:45","69490","71501"
"16.11.2015 11:45 - 16.11.2015 12:00","70037","71754"
"16.11.2015 12:00 - 16.11.2015 12:15","69191","70699"
"16.11.2015 12:15 - 16.11.2015 12:30","69096","70625"
"16.11.2015 12:30 - 16.11.2015 12:45","68769","70425"
"16.11.2015 12:45 - 16.11.2015 13:00","69159","70311"
"16.11.2015 13:00 - 16.11.2015 13:15","70028","70319"
"16.11.2015 13:15 - 16.11.2015 13:30","69058","70071"
"16.11.2015 13:30 - 16.11.2015 13:45","68904","69557"
"16.11.2015 13:45 - 16.11.2015 14:00","68374","68856"
"16.11.2015 14:00 - 16.11.2015 14:15","67837","68990"
"16.11.2015 14:15 - 16.11.2015 14:30","67871","68892"
"16.11.2015 14:30 - 16.11.2015 14:45","67782","68971"
"16.11.2015 14:45 - 16.11.2015 15:00","67082","68806"
"16.11.2015 15:00 - 16.11.2015 15:15","67578","68625"
"16.11.2015 15:15 - 16.11.2015 15:30","66917","68400"
"16.11.2015 15:30 - 16.11.2015 15:45","66658","68386"
"16.11.2015 15:45 - 16.11.2015 16:00","66065","68013"
"16.11.2015 16:00 - 16.11.2015 16:15","66396","68161"
"16.11.2015 16:15 - 16.11.2015 16:30","66656","68430"
"16.11.2015 16:30 - 16.11.2015 16:45","67297","68912"
"16.11.2015 16:45 - 16.11.2015 17:00","68237","70079"
"16.11.2015 17:00 - 16.11.2015 17:15","68838","70792"
"16.11.2015 17:15 - 16.11.2015 17:30","70090","71373"
"16.11.2015 17:30 - 16.11.2015 17:45","70132","71731"
"16.11.2015 17:45 - 16.11.2015 18:00","70526","71774"
"16.11.2015 18:00 - 16.11.2015 18:15","70139","71190"
"16.11.2015 18:15 - 16.11.2015 18:30","69426","70546"
"16.11.2015 18:30 - 16.11.2015 18:45","69700","70637"
"16.11.2015 18:45 - 16.11.2015 19:00","69395","70264"
"16.11.2015 19:00 - 16.11.2015 19:15","69117","70095"
"16.11.2015 19:15 - 16.11.2015 19:30","68403","69120"
"16.11.2015 19:30 - 16.11.2015 19:45","67713","68363"
"16.11.2015 19:45 - 16.11.2015 20:00","67158","67661"
"16.11.2015 20:00 - 16.11.2015 20:15","66034","66226"
"16.11.2015 20:15 - 16.11.2015 20:30","54196","64879"
"16.11.2015 20:30 - 16.11.2015 20:45","63724","63860"
"16.11.2015 20:45 - 16.11.2015 21:00","62820","62850"
"16.11.2015 21:00 - 16.11.2015 21:15","52252","61689"
"16.11.2015 21:15 - 16.11.2015 21:30","60964","61017"
"16.11.2015 21:30 - 16.11.2015 21:45","60050","60253"
"16.11.2015 21:45 - 16.11.2015 22:00","58958","59147"
"16.11.2015 22:00 - 16.11.2015 22:15","58159","58906"
"16.11.2015 22:15 - 16.11.2015 22:30","57044","58138"
"16.11.2015 22:30 - 16.11.2015 22:45","55958","56672"
"16.11.2015 22:45 - 16.11.2015 23:00","54743","55258"
"16.11.2015 23:00 - 16.11.2015 23:15","53357","53862"
"16.11.2015 23:15 - 16.11.2015 23:30","52054","52827"
"16.11.2015 23:30 - 16.11.2015 23:45","50955","51662"
"16.11.2015 23:45 - 17.11.2015 00:00","49776","50565"
"17.11.2015 00:00 - 17.11.2015 00:15","48906","49748"
"17.11.2015 00:15 - 17.11.2015 00:30","48129","48804"
"17.11.2015 00:30 - 17.11.2015 00:45","47441","48082"
"17.11.2015 00:45 - 17.11.2015 01:00","46941","47768"
"17.11.2015 01:00 - 17.11.2015 01:15","46284","47237"
"17.11.2015 01:15 - 17.11.2015 01:30","45944","46846"
"17.11.2015 01:30 - 17.11.2015 01:45","45705","46566"
"17.11.2015 01:45 - 17.11.2015 02:00","45689","46139"
"17.11.2015 02:00 - 17.11.2015 02:15","45586","45882"
"17.11.2015 02:15 - 17.11.2015 02:30","45284","46027"
"17.11.2015 02:30 - 17.11.2015 02:45","45379","46063"
"17.11.2015 02:45 - 17.11.2015 03:00","45444","46066"
"17.11.2015 03:00 - 17.11.2015 03:15","38551","46217"
"17.11.2015 03:15 - 17.11.2015 03:30","45860","46288"
"17.11.2015 03:30 - 17.11.2015 03:45","46113","46772"
"17.11.2015 03:45 - 17.11.2015 04:00","46543","47026"
"17.11.2015 04:00 - 17.11.2015 04:15","46796","47730"
"17.11.2015 04:15 - 17.11.2015 04:30","47587","48098"
"17.11.2015 04:30 - 17.11.2015 04:45","47877","48535"
"17.11.2015 04:45 - 17.11.2015 05:00","48470","49144"
"17.11.2015 05:00 - 17.11.2015 05:15","50033","49988"
"17.11.2015 05:15 - 17.11.2015 05:30","50417","50889"
"17.11.2015 05:30 - 17.11.2015 05:45","51784","52522"
"17.11.2015 05:45 - 17.11.2015 06:00","53173","53718"
"17.11.2015 06:00 - 17.11.2015 06:15","56045","56996"
"17.11.2015 06:15 - 17.11.2015 06:30","58838","59949"
"17.11.2015 06:30 - 17.11.2015 06:45","51749","62522"
"17.11.2015 06:45 - 17.11.2015 07:00","62631","64515"
"17.11.2015 07:00 - 17.11.2015 07:15","64650","66510"
"17.11.2015 07:15 - 17.11.2015 07:30","64872","67428"
"17.11.2015 07:30 - 17.11.2015 07:45","65649","68117"
"17.11.2015 07:45 - 17.11.2015 08:00","66292","68634"
"17.11.2015 08:00 - 17.11.2015 08:15","67382","69135"
"17.11.2015 08:15 - 17.11.2015 08:30","67513","69673"
"17.11.2015 08:30 - 17.11.2015 08:45","67390","69907"
"17.11.2015 08:45 - 17.11.2015 09:00","67740","69464"
"17.11.2015 09:00 - 17.11.2015 09:15","67519","69595"
"17.11.2015 09:15 - 17.11.2015 09:30","67653","69803"
"17.11.2015 09:30 - 17.11.2015 09:45","68220","70139"
"17.11.2015 09:45 - 17.11.2015 10:00","68402","70281"
"17.11.2015 10:00 - 17.11.2015 10:15","68838","70584"
"17.11.2015 10:15 - 17.11.2015 10:30","68941","70859"
"17.11.2015 10:30 - 17.11.2015 10:45","69512","71437"
"17.11.2015 10:45 - 17.11.2015 11:00","69671","71385"
"17.11.2015 11:00 - 17.11.2015 11:15","69700","71786"
"17.11.2015 11:15 - 17.11.2015 11:30","70220","72208"
"17.11.2015 11:30 - 17.11.2015 11:45","70498","72345"
"17.11.2015 11:45 - 17.11.2015 12:00","70591","72283"
"17.11.2015 12:00 - 17.11.2015 12:15","70039","71676"
"17.11.2015 12:15 - 17.11.2015 12:30","69764","71388"
"17.11.2015 12:30 - 17.11.2015 12:45","69527","71395"
"17.11.2015 12:45 - 17.11.2015 13:00","70091","71158"
"17.11.2015 13:00 - 17.11.2015 13:15","70115","71569"
"17.11.2015 13:15 - 17.11.2015 13:30","59047","71558"
"17.11.2015 13:30 - 17.11.2015 13:45","69093","71269"
"17.11.2015 13:45 - 17.11.2015 14:00","68322","70756"
"17.11.2015 14:00 - 17.11.2015 14:15","67993","70457"
"17.11.2015 14:15 - 17.11.2015 14:30","67925","70319"
"17.11.2015 14:30 - 17.11.2015 14:45","67475","70609"
"17.11.2015 14:45 - 17.11.2015 15:00","67302","70274"
"17.11.2015 15:00 - 17.11.2015 15:15","67099","70034"
"17.11.2015 15:15 - 17.11.2015 15:30","66841","69975"
"17.11.2015 15:30 - 17.11.2015 15:45","66685","70086"
"17.11.2015 15:45 - 17.11.2015 16:00","65789","69540"
"17.11.2015 16:00 - 17.11.2015 16:15","66468","69194"
"17.11.2015 16:15 - 17.11.2015 16:30","66432","69553"
"17.11.2015 16:30 - 17.11.2015 16:45","67415","70430"
"17.11.2015 16:45 - 17.11.2015 17:00","68255","71673"
"17.11.2015 17:00 - 17.11.2015 17:15","69111","72870"
"17.11.2015 17:15 - 17.11.2015 17:30","70396","72996"
"17.11.2015 17:30 - 17.11.2015 17:45","70756","73338"
"17.11.2015 17:45 - 17.11.2015 18:00","70927","73517"
"17.11.2015 18:00 - 17.11.2015 18:15","70637","73081"
"17.11.2015 18:15 - 17.11.2015 18:30","69753","72391"
"17.11.2015 18:30 - 17.11.2015 18:45","70090","71883"
"17.11.2015 18:45 - 17.11.2015 19:00","70015","71258"
"17.11.2015 19:00 - 17.11.2015 19:15","69333","71084"
"17.11.2015 19:15 - 17.11.2015 19:30","68458","70540"
"17.11.2015 19:30 - 17.11.2015 19:45","67906","69749"
"17.11.2015 19:45 - 17.11.2015 20:00","67029","69095"
"17.11.2015 20:00 - 17.11.2015 20:15","65826","67654"
"17.11.2015 20:15 - 17.11.2015 20:30","64352","66646"
"17.11.2015 20:30 - 17.11.2015 20:45","63255","66110"
"17.11.2015 20:45 - 17.11.2015 21:00","61989","64935"
"17.11.2015 21:00 - 17.11.2015 21:15","61347","63659"
"17.11.2015 21:15 - 17.11.2015 21:30","60884","63085"
"17.11.2015 21:30 - 17.11.2015 21:45","60007","62051"
"17.11.2015 21:45 - 17.11.2015 22:00","58795","60970"
"17.11.2015 22:00 - 17.11.2015 22:15","58119","60687"
"17.11.2015 22:15 - 17.11.2015 22:30","57150","59827"
"17.11.2015 22:30 - 17.11.2015 22:45","55963","58810"
"17.11.2015 22:45 - 17.11.2015 23:00","54869","57384"
"17.11.2015 23:00 - 17.11.2015 23:15","53698","56375"
"17.11.2015 23:15 - 17.11.2015 23:30","52228","55193"
"17.11.2015 23:30 - 17.11.2015 23:45","51112","54069"
"17.11.2015 23:45 - 18.11.2015 00:00","50012","53030"
"18.11.2015 00:00 - 18.11.2015 00:15","49208","51463"
"18.11.2015 00:15 - 18.11.2015 00:30","48320","50555"
"18.11.2015 00:30 - 18.11.2015 00:45","47544","50424"
"18.11.2015 00:45 - 18.11.2015 01:00","47165","49716"
"18.11.2015 01:00 - 18.11.2015 01:15","46403","49215"
"18.11.2015 01:15 - 18.11.2015 01:30","45996","48588"
"18.11.2015 01:30 - 18.11.2015 01:45","45548","48586"
"18.11.2015 01:45 - 18.11.2015 02:00","45504","48545"
"18.11.2015 02:00 - 18.11.2015 02:15","45537","48120"
"18.11.2015 02:15 - 18.11.2015 02:30","45297","47818"
"18.11.2015 02:30 - 18.11.2015 02:45","45193","48105"
"18.11.2015 02:45 - 18.11.2015 03:00","45020","47941"
